organism_group,agent_code,method,disk_content,site,route,standard,table_reference,tier,mic_susceptible_max,mic_sdd_min,mic_sdd_max,mic_intermediate_min,mic_intermediate_max,mic_resistant_min,disk_susceptible_min,disk_sdd_min,disk_sdd_max,disk_intermediate_min,disk_intermediate_max,disk_resistant_max,dosage_note,comment
Enterococcus spp.,AMP,DISK,10 µg,,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,AMP,MIC,,,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,CHL,DISK,30 µg,,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,CHL,MIC,,,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,CIP,DISK,5 µg,uti,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,CIP,MIC,,uti,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,DAP,MIC,,,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — the conversion could not read this one; read it off the printed table.
Enterococcus spp.,DOX,DISK,30 µg,,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,DOX,MIC,,,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,ERY,DISK,15 µg,,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,ERY,MIC,,,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,FOS,DISK,200 µg,uti,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,FOS,MIC,,uti,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,GAT,DISK,5 µg,,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,GAT,MIC,,,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,GEN,DISK,120 µg,,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — printed in M100 but absent from the converted table; enter it from your licensed copy.
Enterococcus spp.,GEN,MIC,,,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — printed in M100 but absent from the converted table; enter it from your licensed copy.
Enterococcus spp.,LNZ,DISK,30 µg,,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,LNZ,MIC,,,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,LVX,DISK,5 µg,uti,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,LVX,MIC,,uti,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,MNO,DISK,30 µg,,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,MNO,MIC,,,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,NIT,DISK,300 µg,uti,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,NIT,MIC,,uti,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,NOR,DISK,10 µg,uti,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,NOR,MIC,,uti,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,PEN,DISK,10 units,,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,PEN,MIC,,,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,QDA,DISK,15 µg,,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,QDA,MIC,,,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,RIF,DISK,5 µg,,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,RIF,MIC,,,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,TCY,DISK,30 µg,uti,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,TCY,MIC,,uti,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,TEC,MIC,,,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — printed in M100 but absent from the converted table; enter it from your licensed copy.
Enterococcus spp.,TZD,MIC,,,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,VAN,DISK,30 µg,,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Enterococcus spp.,VAN,MIC,,,,CLSI M100,2D,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,AMC,MIC,,non_meningitis,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,AMX,MIC,,non_meningitis,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,AZM,DISK,15 µg,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,AZM,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,CDR,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,CEC,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,CHL,DISK,30 µg,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,CHL,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,CLI,DISK,2 µg,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,CLI,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,CLR,DISK,15 µg,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,CLR,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,CPD,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,CPR,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,CPT,DISK,30 µg,non_meningitis,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,CPT,MIC,,non_meningitis,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,CRO,MIC,,meningitis,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,CRO,MIC,,non_meningitis,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,CTX,MIC,,meningitis,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,CTX,MIC,,non_meningitis,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,CXM,MIC,,,iv,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,CXM,MIC,,,oral,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,DIR,DISK,15 µg,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,DIR,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,DOR,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,DOX,DISK,30 µg,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,DOX,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,ERY,DISK,15 µg,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,ERY,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,ETP,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,FEP,MIC,,meningitis,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,FEP,MIC,,non_meningitis,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,GAT,DISK,5 µg,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,GAT,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,GEM,DISK,5 µg,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,GEM,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,IPM,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,LFM,DISK,20 µg,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,LFM,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,LNZ,DISK,30 µg,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,LNZ,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,LOR,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,LVX,DISK,5 µg,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,LVX,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,MEM,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,MFX,DISK,5 µg,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,MFX,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,OFX,DISK,5 µg,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,OFX,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,PEN,DISK,1 µg,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,PEN,MIC,,,oral,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,PEN,MIC,,meningitis,iv,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,PEN,MIC,,non_meningitis,iv,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,QDA,DISK,15 µg,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,QDA,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,RIF,DISK,5 µg,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,RIF,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,SPX,DISK,5 µg,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,SPX,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,SXT,DISK,1.25/,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,SXT,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,TCY,DISK,30 µg,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,TCY,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,VAN,DISK,30 µg,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus pneumoniae,VAN,MIC,,,,CLSI M100,2G,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,AMP,DISK,10 µg,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,AMP,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,AZM,DISK,15 µg,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,AZM,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,CHL,DISK,30 µg,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,CHL,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,CLI,DISK,2 µg,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,CLI,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,CLR,DISK,15 µg,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,CLR,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,CPT,DISK,30 µg,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,CPT,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,CRO,DISK,30 µg,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,CRO,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,CTX,DISK,30 µg,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,CTX,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,DAL,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,DAP,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,DIR,DISK,15 µg,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,DIR,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,DOR,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,ERY,DISK,15 µg,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,ERY,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,ETP,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,FEP,DISK,30 µg,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,FEP,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,GAT,DISK,5 µg,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,GAT,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,GRX,DISK,5 µg,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,GRX,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,LNZ,DISK,30 µg,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,LNZ,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,LVX,DISK,5 µg,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,LVX,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,MEM,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,OFX,DISK,5 µg,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,OFX,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,ORI,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,PEN,DISK,10 units,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,PEN,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,QDA,DISK,15 µg,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,QDA,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,SXT,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — the conversion could not read this one; read it off the printed table.
Streptococcus spp. β-Hemolytic Group,TCY,DISK,30 µg,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,TCY,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,TLV,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,TVA,DISK,10 µg,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,TVA,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,TZD,DISK,2 µg,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,TZD,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,VAN,DISK,30 µg,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. β-Hemolytic Group,VAN,MIC,,,,CLSI M100,2H-1,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,AMP,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,AZM,DISK,15 µg,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,AZM,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,CHL,DISK,30 µg,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,CHL,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,CLI,DISK,2 µg,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,CLI,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,CLR,DISK,15 µg,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,CLR,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,CRO,DISK,30 µg,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,CRO,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,CTX,DISK,30 µg,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,CTX,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,CZT,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,DAL,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,DAP,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,DIR,DISK,15 µg,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,DIR,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,DOR,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,ERY,DISK,15 µg,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,ERY,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,ETP,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,FEP,DISK,30 µg,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,FEP,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,GAT,DISK,5 µg,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,GAT,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
