organism_group,agent_code,method,disk_content,site,route,standard,table_reference,tier,mic_susceptible_max,mic_sdd_min,mic_sdd_max,mic_intermediate_min,mic_intermediate_max,mic_resistant_min,disk_susceptible_min,disk_sdd_min,disk_sdd_max,disk_intermediate_min,disk_intermediate_max,disk_resistant_max,dosage_note,comment
Acinetobacter spp.,GAT,DISK,5 µg,,,CLSI M100,2B-2,,,,,,,,18,,,15,17,14,,"Zone as printed: S ≥18, I 15-17, R ≤14"
Acinetobacter spp.,GAT,MIC,,,,CLSI M100,2B-2,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4, R ≥8"
Acinetobacter spp.,SXT,DISK,1.25/23.75 µg,,,CLSI M100,2B-2,,,,,,,,16,,,11,15,10,,"Zone as printed: S ≥16, I 11-15, R ≤10. sulfamethoxazole Abbreviations: CAMHB, cation-adjusted Mueller-Hinton broth; CAT, colistin agar test; CBDE, colistin broth elution test; I, intermediate; MHA, Mueller-Hinton agar; MIC, minimal inhibitory concentration; PK/PD, pharmacokinetic/pharmacodynamic; QC, quality control; R, resistant; S, susceptible."
Acinetobacter spp.,SXT,MIC,,,,CLSI M100,2B-2,,2,,,,,4,,,,,,,,"MIC as printed: S ≤2/38, R ≥4/76. sulfamethoxazole Abbreviations: CAMHB, cation-adjusted Mueller-Hinton broth; CAT, colistin agar test; CBDE, colistin broth elution test; I, intermediate; MHA, Mueller-Hinton agar; MIC, minimal inhibitory concentration; PK/PD, pharmacokinetic/pharmacodynamic; QC, quality control; R, resistant; S, susceptible."
Stenotrophomonas maltophilia,TCC,MIC,,,,CLSI M100,2B-4,,16,,,32,32,128,,,,,,,,"MIC as printed: S ≤16/2, I 32/2-, R ≥128/2"
Stenotrophomonas maltophilia,FDC,DISK,30 µg,,,CLSI M100,2B-4,,,,,,,,17,,,,,,,"Zone as printed: S ≥17. (3) Breakpoints are based on PK/PD properties, MIC distributions, and limited clinical data. (4) The accuracy and reproducibility of cefiderocol testing results by disk diffusion and broth microdilution are markedly affected by iron concentration and inoculum preparation and may vary by disk and media manufacturer. Depending on the type of variance observed, false-resistant or false-susceptible results may occur. Testing subsequent isolates is encouraged. Discussion with prescribers and antimicrobial stewardship members regarding the potential for inaccuracies is recommended."
Stenotrophomonas maltophilia,FDC,MIC,,,,CLSI M100,2B-4,,1,,,,,,,,,,,,,"MIC as printed: S ≤1. (3) Breakpoints are based on PK/PD properties, MIC distributions, and limited clinical data. (4) The accuracy and reproducibility of cefiderocol testing results by disk diffusion and broth microdilution are markedly affected by iron concentration and inoculum preparation and may vary by disk and media manufacturer. Depending on the type of variance observed, false-resistant or false-susceptible results may occur. Testing subsequent isolates is encouraged. Discussion with prescribers and antimicrobial stewardship members regarding the potential for inaccuracies is recommended."
Stenotrophomonas maltophilia,MNO,DISK,30 µg,,,CLSI M100,2B-4,,,,,,,,26,,,21,25,20,,"Zone as printed: S ≥26, I 21-25, R ≤20"
Stenotrophomonas maltophilia,MNO,MIC,,,,CLSI M100,2B-4,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1, I 2, R ≥4"
Stenotrophomonas maltophilia,LVX,DISK,5 µg,,,CLSI M100,2B-4,,,,,,,,17,,,14,16,13,,"Zone as printed: S ≥17, I 14-16, R ≤13. (5) Rx: Levofloxacin should not be used alone for antimicrobial therapy."
Stenotrophomonas maltophilia,LVX,MIC,,,,CLSI M100,2B-4,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4, R ≥8. (5) Rx: Levofloxacin should not be used alone for antimicrobial therapy."
Stenotrophomonas maltophilia,SXT,DISK,1.25/,,,CLSI M100,2B-4,,,,,,,,16,,,11,15,10,,"Zone as printed: S ≥16, I 11-15, R ≤10. (6) Rx: Trimethoprim-sulfamethoxazole should not be"
Stenotrophomonas maltophilia,SXT,MIC,,,,CLSI M100,2B-4,,2,,,,,4,,,,,,,,"MIC as printed: S ≤2/38, R ≥4/76. (6) Rx: Trimethoprim-sulfamethoxazole should not be"
Stenotrophomonas maltophilia,CHL,MIC,,,,CLSI M100,2B-4,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16, R ≥32. (7) Not routinely reported on organisms isolated from the urinary tract. Abbreviations: CAMHB, cation-adjusted Mueller-Hinton broth; I, intermediate; MHA, Mueller-Hinton agar; MIC, minimal inhibitory concentration; PK/PD, pharmacokinetic/pharmacodynamic; QC, quality control; R, resistant; S, susceptible."
Other Non-Enterobacterales,PIP,MIC,,,,CLSI M100,2B-5,,16,,,32,64,128,,,,,,,,"MIC as printed: S ≤16, I 32-64, R ≥128"
Other Non-Enterobacterales,TZP,MIC,,,,CLSI M100,2B-5,,16,,,32,64,128,,,,,,,,"MIC as printed: S ≤16/4, I 32/4-64/4, R ≥128/4"
Other Non-Enterobacterales,TCC,MIC,,,,CLSI M100,2B-5,,16,,,32,64,128,,,,,,,,"MIC as printed: S ≤16/2, I 32/2-64/2, R ≥128/2"
Other Non-Enterobacterales,CAZ,MIC,,,,CLSI M100,2B-5,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16, R ≥32"
Other Non-Enterobacterales,FEP,MIC,,,,CLSI M100,2B-5,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16, R ≥32"
Other Non-Enterobacterales,CTX,MIC,,,,CLSI M100,2B-5,,8,,,16,32,64,,,,,,,,"MIC as printed: S ≤8, I 16-32, R ≥64"
Other Non-Enterobacterales,CRO,MIC,,,,CLSI M100,2B-5,,8,,,16,32,64,,,,,,,,"MIC as printed: S ≤8, I 16-32, R ≥64"
Other Non-Enterobacterales,CFP,MIC,,,,CLSI M100,2B-5,,16,,,32,32,64,,,,,,,,"MIC as printed: S ≤16, I 32, R ≥64"
Other Non-Enterobacterales,CZX,MIC,,,,CLSI M100,2B-5,,8,,,16,32,64,,,,,,,,"MIC as printed: S ≤8, I 16-32, R ≥64"
Other Non-Enterobacterales,MOX,MIC,,,,CLSI M100,2B-5,,8,,,16,32,64,,,,,,,,"MIC as printed: S ≤8, I 16-32, R ≥64"
Other Non-Enterobacterales,ATM,MIC,,,,CLSI M100,2B-5,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16, R ≥32"
Other Non-Enterobacterales,IPM,MIC,,,,CLSI M100,2B-5,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8, R ≥16"
Other Non-Enterobacterales,MEM,MIC,,,,CLSI M100,2B-5,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8, R ≥16"
Other Non-Enterobacterales,GEN,MIC,,,,CLSI M100,2B-5,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8, R ≥16"
Other Non-Enterobacterales,TOB,MIC,,,,CLSI M100,2B-5,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8, R ≥16"
Other Non-Enterobacterales,AMK,MIC,,,,CLSI M100,2B-5,,16,,,32,32,64,,,,,,,,"MIC as printed: S ≤16, I 32, R ≥64"
Other Non-Enterobacterales,NET,MIC,,,,CLSI M100,2B-5,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16, R ≥32"
Other Non-Enterobacterales,TCY,MIC,,uti,,CLSI M100,2B-5,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8, R ≥16"
Other Non-Enterobacterales,DOX,MIC,,,,CLSI M100,2B-5,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8, R ≥16"
Other Non-Enterobacterales,MNO,MIC,,,,CLSI M100,2B-5,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8, R ≥16"
Other Non-Enterobacterales,CIP,MIC,,,,CLSI M100,2B-5,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1, I 2, R ≥4"
Other Non-Enterobacterales,LVX,MIC,,,,CLSI M100,2B-5,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4, R ≥8"
Other Non-Enterobacterales,GAT,MIC,,,,CLSI M100,2B-5,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4, R ≥8"
Other Non-Enterobacterales,LOM,MIC,,,,CLSI M100,2B-5,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4, R ≥8"
Other Non-Enterobacterales,NOR,MIC,,uti,,CLSI M100,2B-5,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8, R ≥16"
Other Non-Enterobacterales,OFX,MIC,,,,CLSI M100,2B-5,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4, R ≥8"
Other Non-Enterobacterales,SXT,MIC,,,,CLSI M100,2B-5,,2,,,,,4,,,,,,,,"MIC as printed: S ≤2/38, R ≥4/76. sulfamethoxazole"
Other Non-Enterobacterales,SSS,MIC,,uti,,CLSI M100,2B-5,,256,,,,,512,,,,,,,,"MIC as printed: S ≤256, R ≥512"
Other Non-Enterobacterales,CHL,MIC,,,,CLSI M100,2B-5,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16, R ≥32. (6) Not routinely reported on organisms isolated from the urinary tract. Abbreviations: CAMHB, cation-adjusted Mueller-Hinton broth; I, intermediate; MHA, Mueller-Hinton agar; MIC, minimal inhibitory concentration; QC, quality control; R, resistant; S, susceptible; U, urine."
Staphylococcus spp.,PEN,DISK,10 units,,,CLSI M100,2C,,,,,,,,29,,,,,28,,"Zone as printed: S ≥29, R ≤28. (10) For MRS, report penicillin as resistant or do not report."
Staphylococcus spp.,PEN,MIC,,,,CLSI M100,2C,,0.12,,,,,0.25,,,,,,,,"MIC as printed: S ≤0.12, R ≥0.25. (10) For MRS, report penicillin as resistant or do not report."
Staphylococcus spp.,OXA,DISK,1 µg,,,CLSI M100,2C,,,,,,,,18,,,,,17,,"Zone as printed: S ≥18, R ≤17. See general comment (6) and oxacillin (oxacillin) (oxacillin) (oxacillin) (oxacillin) comments (8), (11), and (12)."
Staphylococcus spp.,OXA,MIC,,,,CLSI M100,2C,,0.5,,,,,1,,,,,,,,"MIC as printed: S ≤0.5, R ≥1. See general comment (6) and oxacillin (oxacillin) (oxacillin) (oxacillin) (oxacillin) comments (8), (11), and (12)."
Staphylococcus spp.,CPT,DISK,30 µg,,,CLSI M100,2C,,,,,,,,25,20,20,,,19,,"Zone as printed: S ≥25, SDD 20-, R ≤19"
Staphylococcus spp.,CPT,MIC,,,,CLSI M100,2C,,1,2,4,,,8,,,,,,,,"MIC as printed: S ≤1, SDD 2-4, R ≥8"
Staphylococcus spp.,VAN,MIC,,,,CLSI M100,2C,,2,,,4,8,16,,,,,,,,"MIC as printed: S ≤2, I 4-8, R ≥16. (15) For S. aureus, vancomycin-"
Staphylococcus spp.,AZM,DISK,15 µg,,,CLSI M100,2C,,,,,,,,18,,,14,17,13,,"Zone as printed: S ≥18, I 14-17, R ≤13"
Staphylococcus spp.,AZM,MIC,,,,CLSI M100,2C,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4, R ≥8"
Staphylococcus spp.,CLR,DISK,15 µg,,,CLSI M100,2C,,,,,,,,18,,,14,17,13,,"Zone as printed: S ≥18, I 14-17, R ≤13. or erythromycin"
Staphylococcus spp.,CLR,MIC,,,,CLSI M100,2C,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4, R ≥8. or erythromycin"
Staphylococcus spp.,DIR,DISK,15 µg,,,CLSI M100,2C,,,,,,,,19,,,16,18,15,,"Zone as printed: S ≥19, I 16-18, R ≤15"
Staphylococcus spp.,DIR,MIC,,,,CLSI M100,2C,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4, R ≥8"
Staphylococcus spp.,TCY,DISK,30 µg,,,CLSI M100,2C,,,,,,,,19,,,15,18,14,,"Zone as printed: S ≥19, I 15-18, R ≤14"
Staphylococcus spp.,TCY,MIC,,,,CLSI M100,2C,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8, R ≥16"
Staphylococcus spp.,DOX,DISK,30 µg,,,CLSI M100,2C,,,,,,,,16,,,13,15,12,,"Zone as printed: S ≥16, I 13-15, R ≤12"
Staphylococcus spp.,DOX,MIC,,,,CLSI M100,2C,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8, R ≥16"
Staphylococcus spp.,MNO,DISK,30 µg,,,CLSI M100,2C,,,,,,,,19,,,15,18,14,,"Zone as printed: S ≥19, I 15-18, R ≤14. See comment (20)."
Staphylococcus spp.,MNO,MIC,,,,CLSI M100,2C,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8, R ≥16. See comment (20)."
Staphylococcus spp.,CIP,DISK,5 µg,,,CLSI M100,2C,,,,,,,,21,,,16,20,15,,"Zone as printed: S ≥21, I 16-20, R ≤15"
Staphylococcus spp.,CIP,MIC,,,,CLSI M100,2C,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1, I 2, R ≥4"
Staphylococcus spp.,LVX,DISK,5 µg,,,CLSI M100,2C,,,,,,,,19,,,16,18,15,,"Zone as printed: S ≥19, I 16-18, R ≤15"
Staphylococcus spp.,LVX,MIC,,,,CLSI M100,2C,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1, I 2, R ≥4"
Staphylococcus spp.,MFX,DISK,5 µg,,,CLSI M100,2C,,,,,,,,24,,,21,23,20,,"Zone as printed: S ≥24, I 21-23, R ≤20"
Staphylococcus spp.,MFX,MIC,,,,CLSI M100,2C,,0.5,,,1,1,2,,,,,,,,"MIC as printed: S ≤0.5, I 1, R ≥2"
Staphylococcus spp.,ENX,DISK,10 µg,uti,,CLSI M100,2C,,,,,,,,18,,,15,17,14,,"Zone as printed: S ≥18, I 15-17, R ≤14"
Staphylococcus spp.,ENX,MIC,,uti,,CLSI M100,2C,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4, R ≥8"
Staphylococcus spp.,GAT,DISK,5 µg,,,CLSI M100,2C,,,,,,,,23,,,20,22,19,,"Zone as printed: S ≥23, I 20-22, R ≤19"
Staphylococcus spp.,GAT,MIC,,,,CLSI M100,2C,,0.5,,,1,1,2,,,,,,,,"MIC as printed: S ≤0.5, I 1, R ≥2"
Staphylococcus spp.,GRX,DISK,5 µg,,,CLSI M100,2C,,,,,,,,18,,,15,17,14,,"Zone as printed: S ≥18, I 15-17, R ≤14"
Staphylococcus spp.,GRX,MIC,,,,CLSI M100,2C,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1, I 2, R ≥4"
Staphylococcus spp.,LOM,DISK,10 µg,,,CLSI M100,2C,,,,,,,,22,,,19,21,18,,"Zone as printed: S ≥22, I 19-21, R ≤18"
Staphylococcus spp.,LOM,MIC,,,,CLSI M100,2C,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4, R ≥8"
Staphylococcus spp.,NOR,DISK,10 µg,uti,,CLSI M100,2C,,,,,,,,17,,,13,16,12,,"Zone as printed: S ≥17, I 13-16, R ≤12"
Staphylococcus spp.,NOR,MIC,,uti,,CLSI M100,2C,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8, R ≥16"
Staphylococcus spp.,OFX,DISK,5 µg,,,CLSI M100,2C,,,,,,,,18,,,15,17,14,,"Zone as printed: S ≥18, I 15-17, R ≤14"
Staphylococcus spp.,OFX,MIC,,,,CLSI M100,2C,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1, I 2, R ≥4"
Staphylococcus spp.,SPX,DISK,5 µg,,,CLSI M100,2C,,,,,,,,19,,,16,18,15,,"Zone as printed: S ≥19, I 16-18, R ≤15"
Staphylococcus spp.,SPX,MIC,,,,CLSI M100,2C,,0.5,,,1,1,2,,,,,,,,"MIC as printed: S ≤0.5, I 1, R ≥2"
Staphylococcus spp.,FLE,DISK,5 µg,,,CLSI M100,2C,,,,,,,,19,,,16,18,15,,"Zone as printed: S ≥19, I 16-18, R ≤15"
Staphylococcus spp.,FLE,MIC,,,,CLSI M100,2C,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4, R ≥8"
Staphylococcus spp.,NIT,DISK,300 µg,uti,,CLSI M100,2C,,,,,,,,17,,,15,16,14,,"Zone as printed: S ≥17, I 15-16, R ≤14"
Staphylococcus spp.,NIT,MIC,,uti,,CLSI M100,2C,,32,,,64,64,128,,,,,,,,"MIC as printed: S ≤32, I 64, R ≥128"
Staphylococcus spp.,CLI,DISK,2 µg,,,CLSI M100,2C,,,,,,,,21,,,15,20,14,,"Zone as printed: S ≥21, I 15-20, R ≤14. (23) For isolates that test erythromycin resistant and clindamycin susceptible or intermediate, testing for ICR by disk diffusion using the D-zone test or by broth microdilution is required before reporting clindamycin (see Table 3J, CLSI M02,1 and CLSI M077). See comment (20)."
Staphylococcus spp.,CLI,MIC,,,,CLSI M100,2C,,0.5,,,1,2,4,,,,,,,,"MIC as printed: S ≤0.5, I 1-2, R ≥4. (23) For isolates that test erythromycin resistant and clindamycin susceptible or intermediate, testing for ICR by disk diffusion using the D-zone test or by broth microdilution is required before reporting clindamycin (see Table 3J, CLSI M02,1 and CLSI M077). See comment (20)."
Staphylococcus spp.,SXT,DISK,1.25/,,,CLSI M100,2C,,,,,,,,16,,,11,15,10,,"Zone as printed: S ≥16, I 11-15, R ≤10"
Staphylococcus spp.,SXT,MIC,,,,CLSI M100,2C,,2,,,,,4,,,,,,,,"MIC as printed: S ≤2/38, R ≥4/76"
Staphylococcus spp.,SSS,DISK,250 or,uti,,CLSI M100,2C,,,,,,,,17,,,13,16,12,,"Zone as printed: S ≥17, I 13-16, R ≤12"
Staphylococcus spp.,SSS,MIC,,uti,,CLSI M100,2C,,256,,,,,512,,,,,,,,"MIC as printed: S ≤256, R ≥512"
Staphylococcus spp.,TMP,DISK,5 µg,uti,,CLSI M100,2C,,,,,,,,16,,,11,15,10,,"Zone as printed: S ≥16, I 11-15, R ≤10"
Staphylococcus spp.,TMP,MIC,,uti,,CLSI M100,2C,,8,,,,,16,,,,,,,,"MIC as printed: S ≤8, R ≥16"
Staphylococcus spp.,CHL,DISK,30 µg,,,CLSI M100,2C,,,,,,,,18,,,13,17,12,,"Zone as printed: S ≥18, I 13-17, R ≤12. See comment (20)."
Staphylococcus spp.,CHL,MIC,,,,CLSI M100,2C,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16, R ≥32. See comment (20)."
Staphylococcus spp.,RIF,DISK,5 µg,,,CLSI M100,2C,,,,,,,,20,,,17,19,16,,"Zone as printed: S ≥20, I 17-19, R ≤16. (24) Rx: Rifampin should not be used alone for antimicrobial therapy."
Staphylococcus spp.,RIF,MIC,,,,CLSI M100,2C,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1, I 2, R ≥4. (24) Rx: Rifampin should not be used alone for antimicrobial therapy."
Staphylococcus spp.,QDA,DISK,15 µg,,,CLSI M100,2C,,,,,,,,19,,,16,18,15,,"Zone as printed: S ≥19, I 16-18, R ≤15. (25) Report only on MSSA. dalfopristin*"
Staphylococcus spp.,QDA,MIC,,,,CLSI M100,2C,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1, I 2, R ≥4. (25) Report only on MSSA. dalfopristin*"
Staphylococcus spp.,LNZ,DISK,30 µg,,,CLSI M100,2C,,,,,,,,26,,,23,25,22,,"Zone as printed: S ≥26, I 23-25, R ≤22"
Staphylococcus spp.,LNZ,MIC,,,,CLSI M100,2C,,4,,,,,8,,,,,,,,"MIC as printed: S ≤4, R ≥8"
Staphylococcus spp.,TZD,DISK,2 µg,,,CLSI M100,2C,,,,,,,,19,,,16,18,15,,"Zone as printed: S ≥19, I 16-18, R ≤15"
Staphylococcus spp.,TZD,MIC,,,,CLSI M100,2C,,0.5,,,1,1,2,,,,,,,,"MIC as printed: S ≤0.5, I 1, R ≥2"
Staphylococcus spp.,LFM,DISK,20 µg,,,CLSI M100,2C,,,,,,,,23,,,,,,,Zone as printed: S ≥23. See comment (20).
Staphylococcus spp.,LFM,MIC,,,,CLSI M100,2C,,0.25,,,,,,,,,,,,,MIC as printed: S ≤0.25. See comment (20).
Enterococcus spp.,PEN,DISK,10 units,,,CLSI M100,2D,,,,,,,,15,,,,,14,,"Zone as printed: S ≥15, R ≤14. (7) The results of ampicillin susceptibility tests should be used"
Enterococcus spp.,PEN,MIC,,,,CLSI M100,2D,,8,,,,,16,,,,,,,,"MIC as printed: S ≤8, R ≥16. (7) The results of ampicillin susceptibility tests should be used"
Enterococcus spp.,AMP,DISK,10 µg,,,CLSI M100,2D,,,,,,,,17,,,,,16,,"Zone as printed: S ≥17, R ≤16. to predict the activity of amoxicillin. Ampicillin results may be used to predict susceptibility to amoxicillin-clavulanate, ampicillin-sulbactam, and piperacillin-tazobactam among non–β-lactamase-producing enterococci. Ampicillin susceptibility can be used to predict imipenem susceptibility, providing the species is confirmed to be E. faecalis. (8) Enterococci susceptible to penicillin are predictably susceptible to ampicillin, amoxicillin, ampicillin-sulbactam, amoxicillin-clavulanate, and piperacillin-tazobactam for non– β-lactamase-producing enterococci. However, enterococci susceptible to ampicillin cannot be assumed to be susceptible to penicillin. If penicillin results are needed, testing of penicillin is required. (9) Rx: Combination therapy with high-dosage parenteral ampicillin, amoxicillin, penicillin, or vancomycin, plus an aminoglycoside, may be indicated for serious enterococcal infections, such as endocarditis, unless high-level resistance to both gentamicin and streptomycin is documented; such combinations are predicted to result in synergistic killing of enterococci. Refer to Table 3L for HLAR testing."
Enterococcus spp.,AMP,MIC,,,,CLSI M100,2D,,8,,,,,16,,,,,,,,"MIC as printed: S ≤8, R ≥16. to predict the activity of amoxicillin. Ampicillin results may be used to predict susceptibility to amoxicillin-clavulanate, ampicillin-sulbactam, and piperacillin-tazobactam among non–β-lactamase-producing enterococci. Ampicillin susceptibility can be used to predict imipenem susceptibility, providing the species is confirmed to be E. faecalis. (8) Enterococci susceptible to penicillin are predictably susceptible to ampicillin, amoxicillin, ampicillin-sulbactam, amoxicillin-clavulanate, and piperacillin-tazobactam for non– β-lactamase-producing enterococci. However, enterococci susceptible to ampicillin cannot be assumed to be susceptible to penicillin. If penicillin results are needed, testing of penicillin is required. (9) Rx: Combination therapy with high-dosage parenteral ampicillin, amoxicillin, penicillin, or vancomycin, plus an aminoglycoside, may be indicated for serious enterococcal infections, such as endocarditis, unless high-level resistance to both gentamicin and streptomycin is documented; such combinations are predicted to result in synergistic killing of enterococci. Refer to Table 3L for HLAR testing."
Enterococcus spp.,VAN,DISK,30 µg,,,CLSI M100,2D,,,,,,,,17,,,15,16,14,,"Zone as printed: S ≥17, I 15-16, R ≤14. (11) When testing vancomycin against enterococci, plates should be held a full 24 h for accurate detection of resistance. Zones should be examined using transmitted light; the presence of a haze or any growth within the zone of inhibition"
Enterococcus spp.,VAN,MIC,,,,CLSI M100,2D,,4,,,8,16,32,,,,,,,,"MIC as printed: S ≤4, I 8-16, R ≥32. (11) When testing vancomycin against enterococci, plates should be held a full 24 h for accurate detection of resistance. Zones should be examined using transmitted light; the presence of a haze or any growth within the zone of inhibition"
Enterococcus spp.,ERY,DISK,15 µg,,,CLSI M100,2D,,,,,,,,23,,,14,22,13,,"Zone as printed: S ≥23, I 14-22, R ≤13. (15) Not routinely reported on organisms isolated from the urinary tract."
Enterococcus spp.,ERY,MIC,,,,CLSI M100,2D,,0.5,,,1,4,8,,,,,,,,"MIC as printed: S ≤0.5, I 1-4, R ≥8. (15) Not routinely reported on organisms isolated from the urinary tract."
Enterococcus spp.,TCY,DISK,30 µg,uti,,CLSI M100,2D,,,,,,,,19,,,15,18,14,,"Zone as printed: S ≥19, I 15-18, R ≤14"
Enterococcus spp.,TCY,MIC,,uti,,CLSI M100,2D,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8, R ≥16"
Enterococcus spp.,DOX,DISK,30 µg,,,CLSI M100,2D,,,,,,,,16,,,13,15,12,,"Zone as printed: S ≥16, I 13-15, R ≤12"
Enterococcus spp.,DOX,MIC,,,,CLSI M100,2D,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8, R ≥16"
Enterococcus spp.,MNO,DISK,30 µg,,,CLSI M100,2D,,,,,,,,19,,,15,18,14,,"Zone as printed: S ≥19, I 15-18, R ≤14"
Enterococcus spp.,MNO,MIC,,,,CLSI M100,2D,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8, R ≥16"
Enterococcus spp.,CIP,DISK,5 µg,uti,,CLSI M100,2D,,,,,,,,21,,,16,20,15,,"Zone as printed: S ≥21, I 16-20^, R ≤15"
Enterococcus spp.,CIP,MIC,,uti,,CLSI M100,2D,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1, I 2^, R ≥4"
Enterococcus spp.,LVX,DISK,5 µg,uti,,CLSI M100,2D,,,,,,,,17,,,14,16,13,,"Zone as printed: S ≥17, I 14-16^, R ≤13"
Enterococcus spp.,LVX,MIC,,uti,,CLSI M100,2D,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4^, R ≥8"
Enterococcus spp.,GAT,DISK,5 µg,,,CLSI M100,2D,,,,,,,,18,,,15,17,14,,"Zone as printed: S ≥18, I 15-17^, R ≤14"
Enterococcus spp.,GAT,MIC,,,,CLSI M100,2D,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4^, R ≥8"
Enterococcus spp.,NOR,DISK,10 µg,uti,,CLSI M100,2D,,,,,,,,17,,,13,16,12,,"Zone as printed: S ≥17, I 13-16, R ≤12"
Enterococcus spp.,NOR,MIC,,uti,,CLSI M100,2D,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8, R ≥16"
Enterococcus spp.,NIT,DISK,300 µg,uti,,CLSI M100,2D,,,,,,,,17,,,15,16,14,,"Zone as printed: S ≥17, I 15-16, R ≤14"
Enterococcus spp.,NIT,MIC,,uti,,CLSI M100,2D,,32,,,64,64,128,,,,,,,,"MIC as printed: S ≤32, I 64, R ≥128"
Enterococcus spp.,RIF,DISK,5 µg,,,CLSI M100,2D,,,,,,,,20,,,17,19,16,,"Zone as printed: S ≥20, I 17-19, R ≤16. (17) Rx: Rifampin should not be used alone for antimicrobial therapy."
Enterococcus spp.,RIF,MIC,,,,CLSI M100,2D,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1, I 2, R ≥4. (17) Rx: Rifampin should not be used alone for antimicrobial therapy."
Enterococcus spp.,FOS,DISK,200 µg,uti,,CLSI M100,2D,,,,,,,,16,,,13,15,12,,"Zone as printed: S ≥16, I 13-15, R ≤12. (18) Report only on E. faecalis. (19) The approved MIC testing method is agar dilution. Agar media should be supplemented with 25 µg/mL of glucose-6-phosphate. Broth dilution testing should not be performed. (20) The 200-µg fosfomycin disk contains 50 µg glucose-6- phosphate."
Enterococcus spp.,FOS,MIC,,uti,,CLSI M100,2D,,64,,,128,128,256,,,,,,,,"MIC as printed: S ≤64, I 128, R ≥256. (18) Report only on E. faecalis. (19) The approved MIC testing method is agar dilution. Agar media should be supplemented with 25 µg/mL of glucose-6-phosphate. Broth dilution testing should not be performed. (20) The 200-µg fosfomycin disk contains 50 µg glucose-6- phosphate."
Enterococcus spp.,CHL,DISK,30 µg,,,CLSI M100,2D,,,,,,,,18,,,13,17,12,,"Zone as printed: S ≥18, I 13-17, R ≤12. See comment (15)."
Enterococcus spp.,CHL,MIC,,,,CLSI M100,2D,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16, R ≥32. See comment (15)."
Enterococcus spp.,QDA,DISK,15 µg,,,CLSI M100,2D,,,,,,,,19,,,16,18,15,,"Zone as printed: S ≥19, I 16-18, R ≤15. (21) Report only on vancomycin-resistant E. faecium. dalfopristin*"
